result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
33632|1118497||NC||NC||NC|NC|||15||NR||NR|d||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||F|NR||100000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| MEDIA/NITROGEN-FREE INORGANIC MEDIA//HIGHEST CONC AT WHICH COULD SURVIVE AND GROW//5000 LUX// ||01/31/1985||
33817|1118505||NC||NC||NC|NC|||15||NR||NR|d||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||F|NR||10000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| SPEC/STRAIN 220 INDIAN AGR RES INST//MEDIA/NITROGEN-FREE IN- ORGANIC MEDIA//EFCT/HIGHEST CONC AT WHICH COULD SURVIVE AND GROW//5000 LUX// ||01/31/1985||
34191|1045003||NC||NC||NC|NC|||24||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||28000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/01/1985|10/22/1985|
34407|1063458||NC||NC||NC|NC|||NR||0||20|d||NR||NEF|POP||ABND||NR|||NR||NR||NR||A|NR||10||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/07/1995|06/16/1995|
34651|1123219||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||180000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
34810|1043808||NC||NC||NC|NC|||21||NR||NR|d||NR||NR|PHY||PSYN||NR|||NR||NR||NR||A|NR||220000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|09/08/1993|
35068|1158012||NC||NC||NC|NC|||24||NR||NR|h||NR||DEC|PHY||PSYN/|C-14 UPTAKE//|NR|||93||NR||NR||A|NR||2667||NR||NR|ug/L|/||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/25E+4 CELL/ML//CONC/ONLY CONC TESTED// ||04/12/1996|04/25/1996|
35077|1123230||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||950000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
35167|1044820||NC||NC||NC|NC|||24||NR||NR|h||NR||NR|BEH/|/|STRS||NR|||NR||NR||NR||T|Cr||5000*||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/NO DISTRESS OR RETRACTION OBSERVED//||01/27/1987||
35231|1057631||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||5800||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| O EFCT CONT/COEFFICIENTS, HEXANAL, VANILLIN// ||07/25/1995||
35587|1077884||NC||NC||NC|NC|||8||NR||NR|h||NR||DEC|~DVP||EMRG||NR|||NR||64||73||F|NR||15||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|04/25/2006|
36220|1039688||NC||NC||NC|NC|||72||NR||NR|h||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||F|NR||2500||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| W CHEM CONT/REPORTED//CONTR/NO MORT//EFCT/18 % DEC SURV// ||01/31/1985||
37271|1057833||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR|>|1000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/02/1995|12/05/2007|
37296|1025448||NC||NC||NC|NC|||48||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||F|NR|>|100000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ETHANOL// ||01/31/1985||
38095|1103081||NC||NC||NC|NC|||96||NR||NR|h||EC50*||NR|ITX||IMBL||NR|||NR||NR||NR||A|NR||22400||15400||32500|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
38138|1015064||NC||NC||NC|NC|||NR||0.13||8|h||NR||INC|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||NR||0.1||5.0|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|07/05/2006|
38498|1139701||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||A|NR||200||90||310|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||NR||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||06/26/1996|07/01/1996|
38637|1083089||NC||NC||NC|NC|||48||NR||NR|h||NR||NR|ACC/|/|GACC||NR|||NR||NR||NR||A|NR||NR||10||100|ug/L|/||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| O EFCT CONT/CIENT, OTHER PESTICIDES TESTED//CONC/INIT CONC// EFCT/DEPURATION DESCR, MUCH RSD AND BCF DATA WITH KINETIC APPROACH GRAPHED// SLIGHT AERATION// UNFED// ||01/31/1985||
38718|1100598||NC||NC||NC|NC|||0.33||NR||NR|h||NR||NR|GEN/|/|GGEN||NR|||NR||NR||NR||F|NR||10000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| MED/CHU NO. 10 WITH KNO3, GERLOFF ET AL, 1950//EFCT/INC REVERSION TO PROTOTROPHIC FORM FROM MUTANT STRAINS// ||01/31/1985||
39966|1028542||NC||NC||NC|NC|||96||NR||NR|h||EC0||NEF|MOR||MORT||NR|||NR||NR||NR||A|NR||1.60||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|01/03/2007|
40459|1099227||NC||NC||NC|NC|||96||NR||NR|h||LC50/|/|NR|MOR||MORT||NR|||NR||NR||NR||T|Fe||1360||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ENDPT/PROBIT//||01/19/1994|01/19/1994|
41868|1010952||NC||NC||NC|NC|||24||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||7200||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONTR/FOLLOWED STD METHODS//AERATION// ||01/31/1985||
43496|1117955||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||7000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
43633|1107770||NC||NC||NC|NC|||96||NR||NR|h||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||F|NR||10000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/NEF MORT// ||01/31/1985|03/07/1994|
44264|1032388||NC||NC||NC|NC|||96||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||D|Cu||85.9||79.3||93.1|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||09/14/1992||
44323|1019170||NC||NC||NC|NC|||33||NR||NR|d||BCF||NR|ACC||RSDE||NR|||NR||NR||NR||A|NR||0.12||NR||NR|ug/L|||||||||||||||||||||||85||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| AERATION, MODEL ECOSYSTEM WITH MIXED SPECIES//CARRIER/SOIL// ADDED PESTICIDE-TREATED SOIL TO 4 L H2O, 5400* LUX, 12 H PHOTOPERIOD// ||01/31/1985||
44463|1044492||NC||NC||NC|NC|||2.52||NR||NR|h||LT50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||11100||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
44648|1034069||NC||NC||NC|NC|||120||NR||NR|d||NR||NR|BCM/|/|GBCM||NR|||NR||NR||NR||A|NR||0.031||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ACETONE < 0.05 ML/L// CONTR/SOLV// FED BRINE SHRIMP, FISH FOOD//EFCT/DEC HYDROXYPROLINE IN BACKBONE AND SWIMBLAD- DER, P < 0.05, INC VITAMIN C// HARD, ALK, PH/DILUTION H2O// ||01/31/1985||
45599|1121536||NC||NC||NC|NC|||5||NR||NR|h|/|LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||110||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONTR/21 % MORT// TIME/OBSERVED 20 D// ||01/31/1985|08/24/1993|
46271|1079241||NC||NC||NC|NC|||7||NR||NR|d||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||F|NR||1500000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/NO MORT// ||01/31/1985||
46858|1105968||NC||NC||NC|NC|||6||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||106||82.5||136|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| USED STANDARD METHODS// ||01/31/1985||
47433|1070638||NC||NC||NC|NC|||96||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||T|NR||44.78||43.97||45.49|ug/L|/||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONC/AS CU// CONTR/28-36 % MORT// 18.5 EGGS PER ML// ||01/31/1985|08/24/1993|
47669|1179803||NC||NC||NC|NC|||21||NR||NR|d||NR||NR|PHY/|/|PSYN||NR|||NR||NR||NR||F|B||2000||NR||NR|ug/L|/||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONTR/100 % NET PSE//CONC/ ONLY CONC TESTED//EFCT/57 % NET PSE, SIG NOT RPTD//||01/31/1985|02/28/1985|
48065|1076853||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||6000||5300||6900|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/DMSO// CONTR/FOLLOWED EPA METHODS// ||01/31/1985||
48521|1044618||NC||NC||NC|NC|||NR||3||4|mo||NOEC||DEC|POP||GPOP/|HIGHEST CONC TOLERATED//|NR|||NR||NR||NR||T|NR||2600||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||03/21/1996|04/10/1996|
49749|1122623||NC||NC||NC|NC|||24||NR||NR|h||LC50/|/|NR|~MOR||MORT||NR|||NR||NR||NR||F|NR||NR||10000||20000|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/TWEEN 80, DIMETHYL SULFOXIDE// ENDPT/AFTER 72 H OB- SERVATION// ||01/31/1985||
49905|1122954||NC||NC||NC|NC|||12||NR||NR|d||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||10||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/24/1992||
50199|1074624||NC||NC||NC|NC|||96||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR|>|180000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| AERATION 5 MINUTES AFTER 48 H OF TESTING// CONTR/<= 10 % MORT, FOLLOWED STANDARD METHODS// ||01/31/1985||
51131|1111484||NC||NC||NC|NC|||96||NR||NR|h||NR||NR|PHY/|/|OXYG||NR|||NR||NR||NR||T|Ag||14||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/O2 CONSUMPTION UNAFFECTED//CONTR/OC RPTD//||01/31/1985|08/24/1993|
51627|1015797||NC||NC||NC|NC|||24||NR||NR|h||NR||NEF|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||5||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|06/12/2006|
52068|1117168||NC||NC||NC|NC|||21||NR||NR|h||NR||NR|MOR/|/|MORT||NR|||NR||NR||NR||A|NR||900||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/DIMETHYL FORMAMIDE// EFCT/<= 25 % MORT, MAX ALLOW- ABLE CONC// ||01/31/1985||
52320|1016008||NC||NC||NC|NC|||24||NR||NR|h||NR||NEF|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||5||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|06/12/2006|
52962|1035200||NC||NC||NC|NC|||24||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||1600||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ACETONE, 1 % IN STOCK SOLUTION// HARD/DILUTION// WATER = 20 MG/L CACO3// ||01/31/1985||
53446|1016218||NC||NC||NC|NC|||24||NR||NR|h||NR||NEF|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||5||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|06/12/2006|
54427|1065511||NC||NC||NC|NC|||96||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||59700||52700||67600|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONTR/ < 10 % MORT// ||01/31/1985|08/24/1993|
54753|1077629||NC||NC||NC|NC|||48||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||9800||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||10/25/1994||
55537|1045684||NC||NC||NC|NC|||24||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||A|NR|>|10000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| AERATION//CONTR/FOLLOWED APHA STANDARD METHODS// CARRIER/ACETONE// ||01/31/1985||
55925|1016755||NC||NC||NC|NC|||24||NR||NR|h||NR||NEF|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||5||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|06/12/2006|
56213|1083783||NC||NC||NC|NC|||NR||NR||NR|NR||BCF||NR|ACC||RSDE||NR|||NR||NR||NR||T|NR||NR||2||8|uCi/L|||||||||||||||||||||||14.00||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985||
56653|1099500||NC||NC||NC|NC|||6||NR||NR|h||LC50*||NR|MOR||MORT||NR|||NR||NR||NR||F|Ni||550||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CONTR/0 % MORT//||01/31/1985||
57859|1102254||NC||NC||NC|NC|||96||NR||NR|h||LC50||NR|MOR||MORT||NR|||NR||NR||NR||A|NR||2000||1300||3200|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/25/1992||
58363|1098217||NC||NC||NC|NC|||12.5||NR||NR|h||LT50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||1000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U/|/|NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ACETONE 1 MG/ML// CONC/NOMINAL CONC 4-2500 UG/L// FED// ||01/31/1985||
60051|1017804||NC||NC||NC|NC|||NR||5||24|h||NR||INC|MLT||MULT/|STRS,MORT//CONTR/C OR V//|NR|||NR||NR||NR||F|NR||NR||0.1||5.0|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||01/31/1985|07/10/2006|
60077|1107643||NC||NC||NC|NC|||3.33||NR||NR|h||LT50||NR|MOR||MORT||NR|||NR||NR||NR||F|NR||500||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ACETONE, TWEEN 20// ANIMALS ELECTRIC SHOCKED TO OBSERVE SWIMMING ACTVY// ||01/31/1985|08/09/1993|
60104|1175936||NC||NC||NC|NC|||48||NR||NR|h|/|NR||NR|POP/|/|GPOP||NR|||NR||NR||NR||F|NR||1000||NR||NR|ug/L|/||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CARRIER/ACETONE//CONTR/SOLV// 3500 LUX, 12 H PHOTOPERIOD// EFCT/10 % DEC GRO RATE, P = 0.9//TIME/96 H EXPT//CONC/LOWEST CONC TESTED//ENRICHED F2 GRO MED, GUILLARD & RYTHER, 1962// ||01/31/1985|08/24/1993|
61134|1169881||NC||NC||NC|NC|||8||NR||NR|d||NR||NR|POP/|/|GPOP||NR|||NR||NR||NR||F|NR||16000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| EFCT/DEC CELL MULTIPLICATION// 24 H PHOTOPERIOD// ||01/31/1985||
61316|1037914||NC||NC||NC|NC|||96||NR||NR|h||BCF||NR|ACC/|/|RSDE||NR|||NR||NR||NR||A|NR||110||NR||NR|ug/L|||||||||||||||||||||||71.2||NR||NR|L/kg||||||||||||||||||NA|NA||NA||NA||NA||M/|/|NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| AERATION// EFCT/ELIMINATION DESCR, HALF-LIFE 71 H// CONC/ NOMINAL CONC 5010 UG/L// ||01/31/1985||
